,size,url
1030,2176.24596,http://tds.glos.us/thredds/dodsC/SST/LakeErieSST-Agg
159,2126.000152,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Global/Best
235,2092.1717719999997,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/ww3/samoa/WaveWatch_III_Samoa_Regional_Wave_Model_best.ncd
530,2022.024632,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/093p1/093p1_d28.nc
90,2019.904684,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/VIMS_SELFE/Hurricane_Ike_2D_final_run_with_waves
1075,1961.69934,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_ADCIRC/Hurricane_Ike_Timing_without_waves
156,1883.8497320000001,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Coastal_Alaska/Best
408,1805.559092,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d14.nc
222,1729.204244,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/swan/samoa/SWAN_Tutuila_Regional_Wave_Model_best.ncd
1460,1672.977736,http://opendap.co-ops.nos.noaa.gov/thredds/dodsC/TBOFS/fmrc/Aggregated_7_day_TBOFS_Fields_Forecast_best.ncd
471,1646.643712,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d25.nc
447,1632.810184,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d12.nc
275,1624.912744,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/COAMPS/Equatorial_America/Best
1195,1592.302616,http://sos.maracoos.org/thredds/dodsC/agg/wwiii/agg.nc
877,1572.68836,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/166p1/166p1_d01.nc
285,1572.190596,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/DGEX/Alaska_12km/Best
768,1555.896728,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_d02.nc
